상품명,수량,상품금액,날짜,시간,판매자,
courage,2,3000,2023-11-24,15:30,legend,
mushrom,7,3200,2022-12-2,11:22,anohana,
water,4,480,2024-12-6,10:19,mymelo,
gollem's sweat,3,1500,2022-4-9,03:23,mymelo,
sord,7,4000,2020-12-16,06:12,legend,
mushrom,1,3200,2020-3-6,04:03,anohana,
sord,2,4000,2025-1-2,03:02,mymelo,
mushrom,10,3200,2025-1-8,08:18,legend,
mushrom,1,3200,2020-1-2,13:47,mymelo,
mushrom,9,3200,2020-12-12,08:53,admin,
history,7,5000,2025-1-30,11:25,legend,
water,10,480,2021-8-28,06:48,admin,
jelly,7,400,2020-4-12,07:49,anohana,
water,1,480,2025-1-13,10:51,legend,
party table,4,1000,2024-6-3,13:09,legend,
mushrom,2,3200,2025-12-11,21:42,legend,
jelly,5,400,2022-1-2,06:26,legend,
gollem,9,3000,2023-1-28,15:34,anohana,
dinner,3,500,2024-1-2,13:19,legend,
mushrom,3,3200,2020-1-12,20:12,legend,
mushrom,8,3200,2024-1-31,23:25,anohana,
mushrom,2,3200,2020-1-30,00:06,legend,
sord,8,4000,2023-1-16,01:55,legend,
jelly,5,400,2023-10-12,12:28,legend,
dinner,2,500,2025-12-12,04:54,anohana,
mushrom,2,3200,2021-8-18,02:57,legend,
courage,6,3000,2020-1-8,18:56,legend,
plant,1,300,2020-1-30,05:05,legend,
dinner,9,500,2024-12-31,19:16,legend,
mushrom,2,3200,2020-1-13,15:02,mymelo,
mushrom,4,3200,2020-1-23,22:50,mymelo,
mushrom,9,3200,2022-1-26,16:14,anohana,
mushrom,7,3200,2020-1-17,13:35,anohana,
mushrom,5,3200,2025-1-29,04:16,mymelo,
dinner,3,500,2025-12-30,15:20,mymelo,
history,9,5000,2025-12-4,18:01,legend,
mushrom,1,3200,2024-1-11,12:53,mymelo,
sord,5,4000,2025-1-7,02:55,legend,
mushrom,6,3200,2020-1-15,12:09,mymelo,
dinner,3,500,2024-11-9,05:01,anohana,
jelly,1,400,2023-10-13,18:53,legend,
party table,10,1000,2024-7-12,20:20,legend,
gollem's sweat,3,1500,2020-1-6,20:05,legend,
sord,9,4000,2020-12-25,11:03,legend,
dinner,5,500,2020-1-17,13:26,kuromi,
mushrom,10,3200,2024-1-6,06:29,kuromi,
plant,7,300,2021-1-2,12:20,legend,
party table,2,1000,2025-5-7,16:22,legend,
gollem,8,3000,2025-5-5,09:33,anohana,
history,1,5000,2020-12-22,07:56,anohana,
gollem,5,3000,2025-3-12,00:01,mymelo,
party table,6,1000,2024-5-23,20:02,mymelo,
dinner,1,500,2025-5-17,15:32,legend,
mushrom,1,3200,2020-1-2,09:27,anohana,
mushrom,7,3200,2025-1-17,08:32,anohana,
plant,4,300,2025-1-2,00:13,legend,
mushrom,1,3200,2022-12-23,21:43,kuromi,
gollem's sweat,6,1500,2025-1-21,18:00,legend,
mushrom,3,3200,2025-4-3,01:31,legend,
mushrom,8,3200,2020-12-22,22:08,legend,
mushrom,5,3200,2025-12-12,18:13,anohana,
dinner,2,500,2023-12-19,11:26,legend,
sord,8,4000,2025-3-9,09:06,legend,
sord,7,4000,2025-7-31,18:07,anohana,
gollem,6,3000,2020-7-10,13:33,legend,
courage,2,3000,2025-12-7,19:43,admin,
gollem,4,3000,2025-12-20,00:50,mymelo,
plant,7,300,2023-9-12,20:23,mymelo,
mushrom,5,3200,2020-11-2,23:00,legend,
party table,4,1000,2024-5-21,23:56,legend,
mushrom,3,3200,2025-1-19,07:55,mymelo,
dinner,9,500,2024-1-4,23:31,anohana,
party table,6,1000,2020-6-10,09:18,legend,
mushrom,10,3200,2022-1-2,21:35,anohana,
history,8,5000,2025-1-28,15:27,admin,
plant,9,300,2020-1-17,19:54,legend,
mushrom,6,3200,2024-8-30,14:46,kuromi,
mushrom,3,3200,2025-11-18,14:03,kuromi,
party table,3,1000,2023-6-2,14:48,anohana,
mushrom,1,3200,2020-12-18,04:47,legend,
jelly,3,400,2025-1-4,01:13,legend,
dinner,1,500,2024-1-6,02:26,legend,
history,4,5000,2024-12-28,01:18,admin,
sord,3,4000,2023-5-5,22:24,legend,
water,6,480,2023-1-2,07:52,kuromi,
mushrom,1,3200,2025-1-4,13:11,mymelo,
courage,6,3000,2025-12-12,04:08,mymelo,
mushrom,6,3200,2021-12-9,07:02,kuromi,
mushrom,1,3200,2025-1-12,22:05,admin,
jelly,3,400,2020-6-22,06:56,anohana,
jelly,7,400,2025-1-14,13:02,kuromi,
gollem,2,3000,2020-6-2,05:07,anohana,
mushrom,7,3200,2025-12-6,15:29,kuromi,
mushrom,6,3200,2022-12-19,14:01,legend,
mushrom,5,3200,2025-12-4,07:35,mymelo,
mushrom,3,3200,2020-12-1,19:20,legend,
party table,3,1000,2023-7-9,14:50,legend,
sord,7,4000,2020-7-29,19:07,anohana,
dinner,8,500,2024-4-12,03:47,anohana,
dinner,5,500,2025-1-12,03:27,anohana,
mushrom,9,3200,2020-1-1,01:03,kuromi,
water,5,480,2022-1-10,22:01,mymelo,
jelly,5,400,2020-7-10,03:51,admin,
jelly,3,400,2022-12-29,11:44,legend,
plant,3,300,2025-10-12,04:59,mymelo,
jelly,2,400,2025-1-28,13:49,legend,
mushrom,5,3200,2025-8-8,12:17,legend,
mushrom,2,3200,2025-12-1,03:30,kuromi,
jelly,10,400,2025-12-12,17:54,admin,
mushrom,3,3200,2025-1-12,12:48,mymelo,
mushrom,7,3200,2022-1-12,03:01,legend,
mushrom,4,3200,2024-12-8,06:12,admin,
history,9,5000,2020-11-13,03:57,legend,
jelly,6,400,2020-1-12,01:29,legend,
gollem's sweat,9,1500,2025-9-1,12:52,mymelo,
plant,6,300,2024-1-12,09:51,legend,
mushrom,2,3200,2025-1-24,23:34,legend,
party table,8,1000,2020-5-21,06:56,anohana,
gollem,8,3000,2025-1-2,15:55,mymelo,
plant,5,300,2024-4-12,10:10,admin,
plant,4,300,2025-1-28,16:29,mymelo,
gollem's sweat,9,1500,2025-1-12,11:29,legend,
gollem's sweat,2,1500,2021-1-2,23:57,kuromi,
plant,10,300,2020-8-13,12:34,kuromi,
dinner,6,500,2020-12-2,22:54,kuromi,
water,4,480,2024-5-8,23:22,mymelo,
gollem,1,3000,2021-6-7,11:33,anohana,
plant,6,300,2023-7-12,06:10,legend,
jelly,5,400,2020-1-3,21:05,mymelo,
party table,6,1000,2025-6-6,02:00,mymelo,
mushrom,6,3200,2024-11-16,13:36,legend,
dinner,2,500,2025-12-21,10:20,legend,
water,8,480,2023-1-16,03:00,anohana,
mushrom,8,3200,2020-2-12,22:28,admin,
mushrom,4,3200,2022-12-12,23:09,anohana,
mushrom,7,3200,2022-12-11,10:19,legend,
mushrom,1,3200,2020-12-16,16:27,anohana,
mushrom,3,3200,2020-1-2,03:23,legend,
mushrom,8,3200,2023-1-7,15:35,anohana,
sord,8,4000,2024-1-1,10:15,kuromi,
mushrom,1,3200,2025-12-12,10:17,anohana,
plant,1,300,2025-1-23,04:10,mymelo,
sord,10,4000,2025-11-6,05:20,anohana,
jelly,10,400,2025-1-9,13:52,legend,
dinner,6,500,2022-1-7,01:26,mymelo,
sord,4,4000,2021-11-9,06:57,anohana,
jelly,6,400,2024-1-20,04:58,legend,
jelly,3,400,2022-12-8,09:12,legend,
dinner,2,500,2020-10-12,23:17,kuromi,
water,8,480,2025-11-8,05:03,legend,
mushrom,10,3200,2021-10-10,05:08,legend,
dinner,9,500,2020-12-24,20:46,legend,
gollem's sweat,3,1500,2023-12-12,04:58,legend,
courage,10,3000,2025-1-20,05:54,anohana,
sord,6,4000,2022-12-12,00:31,legend,
mushrom,9,3200,2025-8-12,00:24,legend,
dinner,8,500,2025-1-23,01:17,legend,
history,6,5000,2020-4-8,02:16,legend,
mushrom,7,3200,2022-12-20,10:49,legend,
mushrom,9,3200,2020-1-12,08:15,mymelo,
history,5,5000,2020-1-2,16:23,mymelo,
history,6,5000,2025-8-21,08:28,legend,
mushrom,2,3200,2025-12-15,02:37,mymelo,
mushrom,4,3200,2025-1-15,11:56,legend,
plant,10,300,2021-6-13,03:08,legend,
courage,4,3000,2022-1-21,07:47,legend,
water,10,480,2022-1-12,14:49,legend,
mushrom,5,3200,2022-10-16,14:53,legend,
mushrom,2,3200,2020-1-7,07:45,anohana,
mushrom,2,3200,2022-12-30,13:50,legend,
mushrom,3,3200,2024-12-4,12:50,legend,
gollem,10,3000,2025-6-6,14:05,legend,
mushrom,4,3200,2020-1-14,17:39,anohana,
plant,3,300,2025-1-20,16:38,legend,
mushrom,10,3200,2023-1-12,02:27,admin,
gollem,5,3000,2023-7-29,19:41,legend,
history,3,5000,2025-7-12,03:34,kuromi,
dinner,1,500,2020-2-12,04:09,kuromi,
party table,3,1000,2024-7-11,21:37,legend,
courage,8,3000,2024-12-18,11:15,legend,
party table,2,1000,2025-7-27,21:37,admin,
plant,10,300,2024-5-22,14:34,legend,
history,5,5000,2020-4-12,16:17,legend,
courage,6,3000,2025-7-21,08:57,legend,
mushrom,10,3200,2020-1-4,20:09,legend,
gollem,10,3000,2025-7-26,05:00,legend,
mushrom,10,3200,2024-12-2,16:59,legend,
water,3,480,2025-1-12,22:56,anohana,
mushrom,7,3200,2025-1-26,06:04,mymelo,
water,3,480,2022-5-3,17:29,mymelo,
history,6,5000,2020-1-31,20:16,anohana,
mushrom,9,3200,2025-9-10,20:32,mymelo,
mushrom,1,3200,2025-12-10,15:47,kuromi,
party table,5,1000,2020-7-17,03:56,anohana,
mushrom,2,3200,2022-1-8,03:06,mymelo,
mushrom,8,3200,2022-12-13,14:49,legend,
water,7,480,2024-1-10,18:16,anohana,
gollem,9,3000,2022-12-8,17:12,kuromi,
water,6,480,2024-10-28,17:11,anohana,
plant,9,300,2023-9-1,06:31,anohana,
dinner,1,500,2024-4-19,04:58,mymelo,
water,6,480,2024-4-20,06:23,legend,
courage,9,3000,2020-12-8,00:22,legend,
plant,4,300,2022-5-2,21:47,mymelo,
dinner,7,500,2025-9-12,15:32,mymelo,
mushrom,3,3200,2025-1-26,01:17,anohana,
plant,7,300,2023-6-24,17:06,legend,
party table,10,1000,2024-7-30,18:44,anohana,
gollem's sweat,5,1500,2021-1-6,07:12,anohana,
water,8,480,2024-12-12,12:53,legend,
dinner,1,500,2025-9-20,13:39,mymelo,
mushrom,4,3200,2024-1-24,12:49,legend,
gollem's sweat,10,1500,2024-1-18,20:06,kuromi,
gollem's sweat,6,1500,2025-12-25,02:45,legend,
mushrom,3,3200,2023-1-11,02:46,mymelo,
history,2,5000,2024-12-12,21:46,kuromi,
mushrom,1,3200,2022-12-9,15:47,anohana,
mushrom,9,3200,2022-1-12,22:59,anohana,
mushrom,3,3200,2023-12-12,21:11,legend,
mushrom,1,3200,2023-1-12,23:01,kuromi,
mushrom,1,3200,2024-1-2,17:21,kuromi,
mushrom,9,3200,2021-1-16,01:24,legend,
jelly,2,400,2020-6-16,16:05,legend,
jelly,6,400,2025-1-25,01:50,anohana,
mushrom,8,3200,2022-12-23,20:56,legend,
party table,1,1000,2024-6-2,15:49,mymelo,
history,10,5000,2023-12-1,14:50,legend,
mushrom,5,3200,2024-1-7,12:43,mymelo,
sord,2,4000,2022-12-11,20:35,anohana,
mushrom,1,3200,2025-9-10,16:01,legend,
gollem's sweat,2,1500,2024-1-2,05:39,mymelo,
water,7,480,2025-1-5,04:31,admin,
jelly,2,400,2025-1-5,09:05,mymelo,
courage,2,3000,2025-12-30,21:02,legend,
mushrom,10,3200,2023-2-12,05:17,legend,
party table,9,1000,2025-6-29,19:17,anohana,
water,4,480,2025-1-3,15:47,anohana,
history,8,5000,2025-1-8,11:23,mymelo,
mushrom,3,3200,2022-4-11,22:44,admin,
mushrom,10,3200,2020-12-25,04:22,legend,
mushrom,4,3200,2021-1-27,14:44,mymelo,
jelly,7,400,2020-12-1,19:07,legend,
sord,10,4000,2025-5-23,03:45,anohana,
party table,5,1000,2022-9-1,05:26,legend,
mushrom,2,3200,2020-1-2,16:45,mymelo,
mushrom,9,3200,2025-12-12,08:22,kuromi,
gollem's sweat,8,1500,2025-1-24,10:09,anohana,
mushrom,10,3200,2020-1-31,14:57,legend,
mushrom,4,3200,2020-1-12,01:56,legend,
mushrom,1,3200,2020-1-7,06:44,legend,
mushrom,10,3200,2021-1-6,17:05,legend,
plant,5,300,2024-1-12,22:52,legend,
party table,10,1000,2023-6-11,12:21,kuromi,
mushrom,4,3200,2024-1-12,21:55,anohana,
mushrom,4,3200,2025-1-11,12:57,anohana,
mushrom,3,3200,2024-1-12,16:36,anohana,
party table,7,1000,2025-6-28,02:03,mymelo,
mushrom,6,3200,2022-1-12,13:47,anohana,
mushrom,9,3200,2025-12-18,04:48,legend,
mushrom,10,3200,2025-11-13,04:49,legend,
mushrom,10,3200,2024-1-12,21:52,admin,
gollem's sweat,8,1500,2020-12-12,12:34,anohana,
sord,10,4000,2025-12-4,17:20,kuromi,
mushrom,7,3200,2024-1-12,23:44,kuromi,
mushrom,9,3200,2022-1-5,22:55,legend,
water,2,480,2024-12-17,10:52,anohana,
mushrom,1,3200,2023-1-1,15:17,anohana,
party table,2,1000,2022-7-10,06:41,admin,
sord,2,4000,2020-1-2,15:58,anohana,
mushrom,7,3200,2020-10-1,18:59,mymelo,
mushrom,10,3200,2025-11-12,01:17,anohana,
party table,2,1000,2024-6-26,23:38,anohana,
mushrom,9,3200,2024-12-12,14:51,legend,
courage,6,3000,2023-1-22,07:21,legend,
party table,9,1000,2025-6-23,04:56,mymelo,
water,8,480,2024-12-2,15:41,legend,
jelly,5,400,2024-2-26,01:28,anohana,
plant,9,300,2024-12-17,17:27,legend,
dinner,2,500,2020-10-26,10:01,kuromi,
mushrom,4,3200,2025-11-2,08:10,legend,
mushrom,5,3200,2024-1-23,06:22,legend,
mushrom,4,3200,2022-1-7,06:09,mymelo,
gollem's sweat,10,1500,2025-6-2,16:53,mymelo,
dinner,2,500,2020-1-8,19:21,kuromi,
gollem's sweat,6,1500,2020-5-31,12:58,legend,
sord,1,4000,2024-12-8,10:58,mymelo,
mushrom,8,3200,2024-8-23,09:35,legend,
mushrom,5,3200,2020-1-11,21:39,legend,
sord,10,4000,2025-12-1,04:53,mymelo,
mushrom,6,3200,2020-12-25,00:14,admin,
mushrom,5,3200,2020-1-10,15:23,mymelo,
party table,7,1000,2024-7-6,14:25,kuromi,
courage,10,3000,2020-1-12,15:52,admin,
courage,2,3000,2025-12-14,13:19,mymelo,
mushrom,5,3200,2024-1-12,06:54,legend,
gollem's sweat,5,1500,2024-5-26,16:55,mymelo,
party table,10,1000,2022-2-12,00:13,anohana,
mushrom,4,3200,2025-1-10,19:41,legend,
jelly,1,400,2020-7-4,08:08,legend,
plant,8,300,2025-1-7,16:55,legend,
mushrom,5,3200,2022-1-18,20:21,anohana,
courage,3,3000,2025-5-12,05:01,anohana,
party table,5,1000,2023-5-12,01:05,legend,
mushrom,9,3200,2025-1-4,09:34,mymelo,
history,5,5000,2022-1-21,18:09,admin,
plant,10,300,2025-4-12,19:51,legend,
mushrom,7,3200,2024-12-12,16:35,legend,
mushrom,8,3200,2020-12-4,19:55,anohana,
mushrom,2,3200,2021-11-29,05:40,legend,
mushrom,8,3200,2020-1-6,18:26,anohana,
party table,5,1000,2022-6-12,13:33,mymelo,
mushrom,8,3200,2024-12-24,04:41,anohana,
history,9,5000,2020-12-10,04:54,legend,
dinner,4,500,2020-1-19,03:28,legend,
mushrom,10,3200,2025-11-4,09:50,legend,
mushrom,1,3200,2024-11-23,03:54,mymelo,
mushrom,10,3200,2025-12-4,05:37,legend,
gollem's sweat,4,1500,2025-12-3,10:19,legend,
sord,3,4000,2020-1-6,06:05,mymelo,
gollem,9,3000,2024-11-29,11:26,mymelo,
mushrom,6,3200,2022-1-8,04:58,mymelo,
mushrom,7,3200,2024-12-12,20:57,admin,
mushrom,7,3200,2025-12-16,19:50,legend,
dinner,10,500,2020-1-6,17:41,mymelo,
dinner,1,500,2024-2-14,13:23,legend,
gollem,6,3000,2025-1-9,16:30,anohana,
mushrom,6,3200,2025-8-9,05:49,legend,
gollem's sweat,4,1500,2021-1-19,14:23,anohana,
mushrom,1,3200,2021-8-21,06:36,legend,
mushrom,4,3200,2025-12-15,20:01,legend,
mushrom,5,3200,2025-1-12,05:45,legend,
mushrom,1,3200,2024-1-30,02:41,mymelo,
gollem,5,3000,2020-12-5,22:16,admin,
dinner,7,500,2023-8-8,03:33,mymelo,
mushrom,2,3200,2025-1-23,02:38,kuromi,
mushrom,6,3200,2020-12-12,02:04,legend,
plant,4,300,2025-1-15,17:33,kuromi,
gollem's sweat,9,1500,2022-1-3,10:36,anohana,
mushrom,3,3200,2025-8-22,00:36,legend,
plant,2,300,2025-11-15,16:01,legend,
plant,8,300,2021-2-2,22:45,mymelo,
courage,2,3000,2020-1-23,10:13,legend,
mushrom,3,3200,2025-1-12,12:30,anohana,
dinner,7,500,2021-12-29,09:04,legend,
mushrom,1,3200,2024-12-3,06:29,legend,
sord,5,4000,2025-5-19,07:29,legend,
party table,10,1000,2025-2-27,08:07,mymelo,
party table,5,1000,2024-5-12,03:38,legend,
sord,5,4000,2023-7-12,15:35,legend,
history,6,5000,2024-1-2,02:25,legend,
gollem's sweat,3,1500,2024-8-12,08:29,anohana,
mushrom,1,3200,2025-12-19,19:31,legend,
water,4,480,2024-12-11,09:17,anohana,
mushrom,10,3200,2022-1-17,10:22,anohana,
sord,2,4000,2025-11-27,04:31,mymelo,
plant,4,300,2021-4-9,13:24,anohana,
mushrom,7,3200,2024-1-10,21:15,legend,
mushrom,1,3200,2022-12-13,21:16,kuromi,
history,3,5000,2020-12-28,23:24,legend,
party table,1,1000,2025-6-29,23:58,anohana,
mushrom,2,3200,2024-1-24,19:04,legend,
jelly,4,400,2025-11-1,18:47,anohana,
courage,2,3000,2023-6-30,09:09,mymelo,
sord,7,4000,2020-11-5,22:32,kuromi,
water,5,480,2021-1-2,09:48,legend,
mushrom,5,3200,2022-1-27,19:08,legend,
jelly,3,400,2025-12-21,23:46,kuromi,
mushrom,8,3200,2025-4-12,22:08,anohana,
mushrom,2,3200,2024-12-2,02:46,legend,
mushrom,3,3200,2020-1-30,22:04,legend,
mushrom,10,3200,2024-1-1,19:54,anohana,
sord,4,4000,2024-12-12,02:53,anohana,
party table,10,1000,2022-7-7,23:40,legend,
history,6,5000,2022-12-2,20:02,legend,
mushrom,6,3200,2023-12-26,09:15,legend,
history,10,5000,2025-1-12,20:01,legend,
history,6,5000,2020-1-6,02:53,anohana,
jelly,6,400,2023-9-27,16:42,admin,
jelly,3,400,2025-6-19,02:07,anohana,
sord,8,4000,2025-12-2,01:49,legend,
dinner,8,500,2022-1-12,23:15,mymelo,
mushrom,8,3200,2024-1-12,09:16,anohana,
mushrom,6,3200,2025-11-12,18:23,mymelo,
mushrom,3,3200,2024-12-12,15:24,legend,
mushrom,3,3200,2025-1-4,11:01,mymelo,
party table,2,1000,2025-6-27,21:56,anohana,
party table,5,1000,2025-7-18,05:45,anohana,
plant,4,300,2024-12-23,20:42,legend,
mushrom,10,3200,2024-8-2,10:32,kuromi,
mushrom,8,3200,2025-12-2,12:19,anohana,
sord,1,4000,2020-12-19,00:04,anohana,
mushrom,5,3200,2020-4-19,12:58,anohana,
dinner,5,500,2025-1-31,12:13,anohana,
gollem's sweat,6,1500,2020-1-1,03:07,mymelo,
sord,3,4000,2025-11-7,02:31,legend,
mushrom,7,3200,2025-2-25,17:02,legend,
mushrom,4,3200,2024-12-12,11:17,legend,
party table,5,1000,2021-5-5,03:29,anohana,
sord,2,4000,2024-1-29,01:34,anohana,
gollem's sweat,6,1500,2024-1-5,21:00,legend,
mushrom,8,3200,2025-12-26,16:16,legend,
water,10,480,2025-1-2,17:17,legend,
mushrom,9,3200,2024-12-30,00:52,anohana,
mushrom,10,3200,2025-12-10,17:14,legend,
mushrom,2,3200,2024-1-13,10:27,kuromi,
mushrom,3,3200,2025-11-23,21:29,mymelo,
mushrom,4,3200,2020-1-6,20:36,legend,
mushrom,5,3200,2025-1-8,03:06,kuromi,
mushrom,9,3200,2025-1-29,15:37,legend,
gollem's sweat,4,1500,2025-1-12,22:07,anohana,
mushrom,2,3200,2020-4-24,07:04,mymelo,
mushrom,3,3200,2020-11-26,05:03,legend,
party table,5,1000,2023-5-12,18:09,legend,
mushrom,7,3200,2021-11-20,22:35,kuromi,
courage,4,3000,2024-6-21,16:11,legend,
gollem,1,3000,2022-1-31,22:16,mymelo,
water,4,480,2021-12-3,07:08,legend,
gollem's sweat,1,1500,2020-1-12,22:27,mymelo,
mushrom,10,3200,2021-12-12,10:30,mymelo,
mushrom,10,3200,2024-1-25,02:01,admin,
mushrom,7,3200,2021-12-25,12:44,admin,
jelly,10,400,2020-1-18,03:55,anohana,
courage,5,3000,2023-1-24,23:36,anohana,
jelly,2,400,2020-11-12,18:35,legend,
plant,5,300,2022-1-4,21:38,legend,
mushrom,7,3200,2022-1-12,20:08,legend,
mushrom,2,3200,2020-1-30,07:52,legend,
mushrom,3,3200,2022-12-22,03:52,legend,
mushrom,2,3200,2022-11-6,01:40,anohana,
gollem,4,3000,2020-1-12,00:14,admin,
water,9,480,2021-4-12,01:24,admin,
mushrom,10,3200,2025-9-30,08:15,kuromi,
gollem's sweat,10,1500,2025-12-12,12:27,admin,
courage,5,3000,2025-12-3,20:32,legend,
mushrom,9,3200,2025-12-22,22:10,anohana,
party table,4,1000,2025-6-12,02:56,legend,
mushrom,10,3200,2021-12-20,14:25,legend,
water,9,480,2024-1-28,09:43,anohana,
jelly,4,400,2020-2-1,01:56,admin,
jelly,9,400,2020-3-23,17:25,legend,
mushrom,8,3200,2023-4-15,04:00,legend,
mushrom,1,3200,2025-1-20,09:13,mymelo,
mushrom,8,3200,2023-12-22,09:23,mymelo,
party table,7,1000,2021-6-2,04:45,legend,
mushrom,10,3200,2025-1-12,23:30,legend,
water,8,480,2024-1-1,19:48,anohana,
dinner,4,500,2024-3-12,23:00,legend,
mushrom,1,3200,2020-12-2,17:45,anohana,
gollem,6,3000,2024-6-19,19:07,mymelo,
plant,7,300,2022-3-18,09:04,legend,
sord,8,4000,2025-9-2,06:25,legend,
mushrom,3,3200,2025-12-19,06:31,legend,
plant,10,300,2021-1-11,22:17,legend,
mushrom,3,3200,2020-3-24,14:26,anohana,
mushrom,10,3200,2024-1-25,05:21,anohana,
gollem,3,3000,2023-1-1,04:18,legend,
mushrom,8,3200,2025-1-27,14:13,legend,
plant,1,300,2025-1-2,04:43,admin,
mushrom,9,3200,2025-1-12,10:35,mymelo,
mushrom,8,3200,2024-1-18,05:43,anohana,
mushrom,4,3200,2023-1-12,14:56,legend,
mushrom,7,3200,2024-12-23,15:33,admin,
party table,7,1000,2024-6-22,12:16,legend,
gollem's sweat,9,1500,2024-12-2,08:38,legend,
party table,3,1000,2020-6-13,10:25,anohana,
plant,8,300,2025-6-12,10:57,anohana,
history,5,5000,2025-7-12,15:08,legend,
gollem,5,3000,2025-1-3,08:42,anohana,
dinner,7,500,2025-12-14,11:42,legend,
water,2,480,2023-1-1,19:55,anohana,
mushrom,1,3200,2025-12-14,22:54,anohana,
jelly,1,400,2025-1-30,01:44,anohana,
jelly,2,400,2025-5-14,09:24,legend,
gollem's sweat,9,1500,2020-10-28,23:19,legend,
party table,8,1000,2020-8-19,05:13,admin,
gollem,1,3000,2024-1-26,06:08,kuromi,
sord,4,4000,2022-11-3,18:29,anohana,
mushrom,6,3200,2025-4-15,20:15,legend,
mushrom,7,3200,2024-1-19,04:41,legend,
courage,4,3000,2020-6-29,04:23,legend,
mushrom,9,3200,2020-1-25,21:18,legend,
party table,6,1000,2025-6-15,14:20,legend,
history,4,5000,2023-5-7,03:20,mymelo,
party table,9,1000,2025-3-23,12:28,anohana,
mushrom,8,3200,2021-1-12,21:53,legend,
water,6,480,2024-1-5,05:15,legend,
mushrom,10,3200,2022-1-12,06:52,mymelo,
courage,6,3000,2020-7-14,15:17,legend,
mushrom,2,3200,2022-12-24,23:26,legend,
mushrom,10,3200,2024-1-10,20:11,anohana,
mushrom,7,3200,2020-12-11,11:20,kuromi,
party table,7,1000,2025-7-16,02:42,anohana,
mushrom,9,3200,2024-1-1,02:00,anohana,
mushrom,3,3200,2020-1-12,09:39,mymelo,
mushrom,7,3200,2022-1-31,09:37,legend,
mushrom,10,3200,2020-12-14,08:38,legend,
gollem's sweat,1,1500,2025-12-12,20:24,legend,
courage,9,3000,2020-3-20,20:22,legend,
mushrom,2,3200,2025-12-22,16:51,mymelo,
mushrom,8,3200,2025-12-2,16:48,legend,
party table,4,1000,2024-6-20,12:33,mymelo,
mushrom,3,3200,2020-1-7,10:19,anohana,
mushrom,9,3200,2020-12-4,04:19,legend,
plant,8,300,2025-12-3,07:56,mymelo,
sord,9,4000,2020-9-2,18:12,anohana,
mushrom,6,3200,2020-12-8,18:51,legend,
mushrom,10,3200,2020-1-29,09:44,mymelo,
water,3,480,2025-1-20,11:31,legend,
plant,7,300,2024-2-19,12:14,mymelo,
mushrom,6,3200,2024-12-29,07:27,legend,
plant,10,300,2025-5-11,23:08,anohana,
mushrom,6,3200,2020-12-12,19:20,anohana,
party table,10,1000,2024-6-12,19:24,kuromi,
jelly,2,400,2023-5-19,12:37,admin,
party table,2,1000,2024-4-12,00:29,anohana,
history,8,5000,2025-1-12,06:11,anohana,
gollem's sweat,10,1500,2024-1-4,09:59,legend,
mushrom,5,3200,2024-4-25,05:32,kuromi,
sord,9,4000,2024-5-24,04:31,anohana,
gollem,7,3000,2025-3-7,04:10,mymelo,
gollem's sweat,7,1500,2024-1-13,04:04,legend,
mushrom,6,3200,2024-4-23,20:20,legend,
dinner,10,500,2024-1-29,08:03,legend,
sord,3,4000,2025-12-12,04:54,legend,
courage,2,3000,2024-1-20,03:23,legend,
mushrom,8,3200,2024-1-24,03:58,legend,
mushrom,10,3200,2020-12-14,00:28,admin,
party table,5,1000,2023-7-21,11:36,kuromi,
mushrom,7,3200,2022-12-7,02:30,kuromi,
mushrom,1,3200,2025-1-6,06:14,legend,
plant,5,300,2025-7-19,00:50,legend,
party table,4,1000,2022-2-5,01:16,anohana,
courage,5,3000,2022-11-9,10:38,legend,
party table,8,1000,2020-6-30,19:46,legend,
jelly,5,400,2024-12-6,07:35,legend,
mushrom,10,3200,2025-1-30,20:32,anohana,
jelly,1,400,2024-1-17,03:00,mymelo,
party table,4,1000,2025-6-18,20:18,mymelo,
plant,10,300,2025-12-12,21:48,legend,
party table,9,1000,2022-6-21,20:01,legend,
mushrom,2,3200,2025-1-15,19:08,kuromi,
party table,4,1000,2025-7-27,23:41,anohana,
party table,10,1000,2025-5-7,11:27,anohana,
gollem's sweat,4,1500,2024-12-15,03:26,anohana,
gollem's sweat,7,1500,2024-2-27,09:44,mymelo,
mushrom,9,3200,2020-12-6,10:28,legend,
gollem,5,3000,2024-11-30,22:26,kuromi,
mushrom,7,3200,2020-12-12,13:39,admin,
jelly,9,400,2020-1-12,14:22,legend,
mushrom,2,3200,2020-9-12,20:40,anohana,
mushrom,4,3200,2025-11-9,05:13,mymelo,
mushrom,9,3200,2020-12-28,14:53,legend,
mushrom,8,3200,2022-1-30,23:55,legend,
sord,3,4000,2025-1-15,10:01,anohana,
mushrom,1,3200,2022-12-9,02:29,legend,
sord,6,4000,2024-1-25,08:14,legend,
jelly,10,400,2025-9-12,18:22,legend,
gollem's sweat,4,1500,2020-3-2,10:52,mymelo,
gollem's sweat,6,1500,2020-5-11,00:16,admin,
party table,5,1000,2025-5-27,00:09,admin,
dinner,10,500,2024-11-24,13:58,kuromi,
mushrom,7,3200,2023-12-2,22:12,legend,
mushrom,6,3200,2023-12-22,09:22,legend,
sord,7,4000,2020-1-14,07:30,admin,
mushrom,4,3200,2025-1-7,08:22,mymelo,
